@relation InstanceResultListener

@attribute Key_Dataset {hs2012}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.REPTree}
@attribute Key_Scheme_options {'-M 2 -V 0.001 -N 3 -S 1 -L -1'}
@attribute Key_Scheme_version_ID {-9216785998198681299}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute Correlation_coefficient numeric
@attribute Number_unclassified numeric
@attribute Percent_unclassified numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary string
@attribute measureTreeSize numeric

@data
hs2012,2,1,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,390132.466564,624897.56027,87.503986,94.346086,0.447314,0,0,719.782343,3367.28853,-2647.506187,6.151986,28.780244,-22.628258,0.001,0.003,0,0,7420,56747,7510,?,43
hs2012,2,2,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,279954.550766,425537.138789,37.433195,16.848796,0.985793,0,0,731.522223,2831.655579,-2100.133355,6.252327,24.202184,-17.949858,0.002,0.002,0,0.015625,13445,56747,7510,?,89
hs2012,2,3,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,260029.929083,438169.970166,61.409841,75.423359,0.551012,0,0,712.276413,1776.259898,-1063.983484,6.087833,15.181709,-9.093876,0.002,0.002,0,0,11245,56747,7510,?,73
hs2012,2,4,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,420411.546591,1254519.898658,61.877789,59.34653,0.80668,0,0,725.350249,3006.31038,-2280.960131,6.253019,25.916469,-19.663449,0.002,0.002,0.015625,0,9820,56800,7457,?,61
hs2012,2,5,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,465772.801841,1427207.996867,64.116103,66.798901,0.795848,0,0,747.874413,3474.203163,-2726.32875,6.447193,29.950027,-23.502834,0.002,0.014,0,0,13495,56800,7457,?,89
hs2012,2,6,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,260451.254098,534541.808161,56.056734,79.05538,0.583972,0,0,717.516347,3886.169988,-3168.653641,6.185486,33.501465,-27.31598,0.001,0.003,0,0,12620,56800,7457,?,83
hs2012,2,7,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,274435.15898,481337.683492,49.928841,31.397888,0.95003,0,0,719.407625,2924.105016,-2204.697392,6.20179,25.207802,-19.006012,0.002,0.002,0,0,14070,56800,7457,?,95
hs2012,2,8,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,250243.325845,419271.713734,45.112187,27.117374,0.96281,0,0,723.776691,2346.598251,-1622.82156,6.239454,20.229295,-13.989841,0.002,0.002,0,0,12345,56800,7457,?,81
hs2012,2,9,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,270513.746494,468547.003677,40.545939,22.02959,0.975397,0,0,731.895938,2889.872009,-2157.976071,6.309448,24.91269,-18.603242,0.002,0.001,0,0,13545,56800,7457,?,91
hs2012,2,10,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,212419.54615,339749.254671,38.419926,22.102799,0.975269,0,0,722.28618,2800.139227,-2077.853048,6.226605,24.139131,-17.912526,0.001,0.003,0,0,10295,56800,7457,?,65
hs2012,3,1,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,280651.283865,498063.735172,51.945831,32.96256,0.952221,0,0,725.6729,2567.002608,-1841.329708,6.202332,21.940193,-15.737861,0.001,0.002,0.015625,0,13495,56747,7510,?,91
hs2012,3,2,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,293276.047163,586803.107952,42.854998,27.45248,0.962088,0,0,739.191226,2899.863906,-2160.67268,6.317874,24.785162,-18.467288,0.001,0.001,0,0,11195,56747,7510,?,73
hs2012,3,3,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,225023.968386,384523.950924,46.21248,25.656269,0.968038,0,0,709.779487,1759.823306,-1050.043819,6.066491,15.041225,-8.974733,0.001,0.002,0,0,11945,56747,7510,?,77
hs2012,3,4,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,306785.950493,553718.704312,43.161721,26.004821,0.977892,0,0,732.35845,3601.165941,-2868.807491,6.313435,31.044534,-24.731099,0.001,0.002,0,0.015625,12570,56800,7457,?,83
hs2012,3,5,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,310995.665098,564553.02259,44.773972,26.280823,0.965125,0,0,741.514035,2888.204067,-2146.690032,6.392362,24.898311,-18.505949,0.001,0.002,0,0,10395,56800,7457,?,65
hs2012,3,6,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,223920.104252,350644.790011,32.678982,16.662634,0.986056,0,0,722.783279,1743.888767,-1021.105488,6.23089,15.033524,-8.802634,0.001,0.001,0,0,16820,56800,7457,?,117
hs2012,3,7,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,305465.502527,560045.111407,50.761347,34.802909,0.938135,0,0,734.3431,2887.797593,-2153.454493,6.330544,24.894807,-18.564263,0.001,0.001,0,0,11745,56800,7457,?,77
hs2012,3,8,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,246392.257605,393071.224917,44.643888,25.376246,0.967286,0,0,723.457926,1736.753306,-1013.29538,6.236706,14.972011,-8.735305,0.001,0.002,0.015625,0,13895,56800,7457,?,93
hs2012,3,9,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,269734.871243,470364.51104,58.838132,80.638654,0.571764,0,0,715.631112,1839.520714,-1123.889602,6.169234,15.857937,-9.688703,0.001,0.002,0,0,15370,56800,7457,?,105
hs2012,3,10,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,253731.847988,387590.125958,65.521299,81.333856,0.507743,0,0,706.037622,2823.800021,-2117.762399,6.086531,24.343104,-18.256572,0.001,0.002,0,0,12345,56800,7457,?,81
hs2012,4,1,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,235249.007693,364374.766512,46.24952,24.223294,0.970284,0,0,720.662583,954.009904,-233.347321,6.159509,8.153931,-1.994422,0.001,0.002,0,0,8845,56747,7510,?,53
hs2012,4,2,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,503393.403906,1707346.011913,72.499854,80.041814,0.695776,0,0,734.43507,4064.797902,-3330.362832,6.277223,34.741862,-28.46464,0.002,0.001,0,0,16695,56747,7510,?,115
hs2012,4,3,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,304960.205279,568672.752245,62.259167,73.187079,0.710604,0,0,747.942752,1800.888312,-1052.94556,6.392673,15.392208,-8.999535,0.001,0.002,0,0,17070,56747,7510,?,119
hs2012,4,4,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,251951.487912,380970.970669,39.145138,18.038361,0.983598,0,0,720.066506,2823.579511,-2103.513005,6.20747,24.341203,-18.133733,0.001,0.002,0,0.015625,16870,56800,7457,?,117
hs2012,4,5,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,260667.462247,454213.420982,37.146225,21.481634,0.976636,0,0,728.107649,2825.578737,-2097.471088,6.27679,24.358437,-18.081647,0.001,0.001,0,0,13620,56800,7457,?,91
hs2012,4,6,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,282134.243351,506258.244079,43.335508,23.966808,0.971,0,0,721.979554,2852.759162,-2130.779609,6.223962,24.592751,-18.36879,0,0.002,0,0,11995,56800,7457,?,79
hs2012,4,7,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,289773.577456,453470.091031,50.801734,29.252327,0.956307,0,0,725.285089,2841.618612,-2116.333523,6.252458,24.496712,-18.244255,0.001,0.002,0,0,8495,56800,7457,?,51
hs2012,4,8,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,237508.59896,353397.658419,35.318557,16.836883,0.985803,0,0,724.61178,1767.575004,-1042.963224,6.246653,15.237716,-8.991062,0.001,0.002,0,0.015625,12095,56800,7457,?,79
hs2012,4,9,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,275883.419561,458388.384445,60.838213,77.414706,0.626983,0,0,722.297067,2855.744204,-2133.447137,6.226699,24.618485,-18.391786,0.001,0.002,0,0,13470,56800,7457,?,89
hs2012,4,10,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,221869.992141,387881.740198,53.341386,75.195362,0.588971,0,0,706.809875,3860.32127,-3153.511395,6.093189,33.278632,-27.185443,0.001,0.002,0,0,14420,56800,7457,?,97
hs2012,5,1,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,378713.236387,1405484.077877,83.274747,227.533755,0.153367,0,0,728.329478,1850.848622,-1122.519144,6.225038,15.819219,-9.594181,0.002,0.002,0,0,10795,56747,7510,?,69
hs2012,5,2,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,244236.558887,538523.817642,30.186356,20.975762,0.977649,0,0,736.974222,3870.573916,-3133.599694,6.298925,33.081828,-26.782903,0.002,0.002,0,0,15045,56747,7510,?,103
hs2012,5,3,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,287780.252572,556055.201169,65.356701,80.36976,0.599428,0,0,731.425885,1778.486915,-1047.06103,6.251503,15.200743,-8.94924,0.001,0.002,0,0,11270,56747,7510,?,73
hs2012,5,4,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,246312.762435,420344.422222,59.369489,84.089239,0.604313,0,0,710.577739,1961.312712,-1250.734972,6.12567,16.907868,-10.782198,0.001,0.002,0.015625,0,15095,56800,7457,?,103
hs2012,5,5,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,274156.463898,430808.993364,68.530669,85.345442,0.637566,0,0,710.213048,2840.522195,-2130.309147,6.122526,24.48726,-18.364734,0.001,0.002,0,0,18620,56800,7457,?,131
hs2012,5,6,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,274661.482451,573603.33642,35.973085,26.371162,0.96476,0,0,742.856455,3917.208067,-3174.351612,6.403935,33.769035,-27.3651,0.001,0.008,0,0,13045,56800,7457,?,87
hs2012,5,7,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,231217.977746,340607.921589,31.490774,13.456309,0.990929,0,0,717.127871,2272.143182,-1555.015311,6.182137,19.587441,-13.405304,0.001,0.002,0,0,11045,56800,7457,?,71
hs2012,5,8,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,285584.383155,468651.247751,52.954795,30.485386,0.952806,0,0,721.854584,905.067756,-183.213172,6.222884,7.802308,-1.579424,0.001,0.002,0,0,15745,56800,7457,?,109
hs2012,5,9,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,232861.374397,355100.510085,35.261887,16.956608,0.985776,0,0,721.263381,1306.633399,-585.370018,6.217788,11.264081,-5.046293,0.001,0.002,0,0.015625,14545,56800,7457,?,99
hs2012,5,10,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,271777.034202,416674.21036,46.491295,26.840581,0.963311,0,0,732.766129,1748.948269,-1016.18214,6.316949,15.07714,-8.760191,0.001,0.002,0,0,15120,56800,7457,?,103
hs2012,6,1,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,269840.177827,448675.461356,46.738569,28.38407,0.959053,0,0,741.95538,1742.139208,-1000.183829,6.341499,14.890079,-8.54858,0.002,0.002,0,0,14845,56747,7510,?,101
hs2012,6,2,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,284154.284906,517814.587796,48.458542,32.517038,0.945778,0,0,734.641815,3903.714943,-3169.073128,6.27899,33.365085,-27.086095,0.001,0.001,0,0,13820,56747,7510,?,93
hs2012,6,3,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,226754.389361,338567.746249,43.427516,22.297958,0.974913,0,0,724.010831,1757.043974,-1033.033143,6.188127,15.01747,-8.829343,0.001,0.002,0,0,17220,56747,7510,?,119
hs2012,6,4,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,247629.415628,340905.161382,63.90989,73.719208,0.615558,0,0,704.596586,1944.468424,-1239.871837,6.074109,16.762659,-10.68855,0.002,0.002,0,0,11170,56800,7457,?,71
hs2012,6,5,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,274207.127252,565717.076493,45.950298,35.468617,0.935421,0,0,727.903573,2922.144534,-2194.240961,6.275031,25.190901,-18.91587,0.001,0.002,0,0.015625,13370,56800,7457,?,89
hs2012,6,6,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,307681.247971,497471.316244,43.370533,23.352598,0.972557,0,0,745.316733,1791.775889,-1046.459157,6.425144,15.446344,-9.0212,0.001,0.002,0,0,13570,56800,7457,?,91
hs2012,6,7,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,250331.357239,378669.431951,63.56517,81.541542,0.616133,0,0,699.86617,1892.626934,-1192.760764,6.033329,16.315749,-10.28242,0,0.002,0,0,11370,56800,7457,?,73
hs2012,6,8,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,281432.304932,526813.296086,28.910285,17.758642,0.983843,0,0,753.055443,2855.523077,-2102.467634,6.491857,24.616578,-18.124721,0.001,0.002,0,0,14670,56800,7457,?,99
hs2012,6,9,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,247191.57464,431496.866908,61.728413,83.633585,0.506893,0,0,704.427663,2809.11567,-2104.688008,6.072652,24.216514,-18.143862,0.001,0.002,0.015625,0,14495,56800,7457,?,99
hs2012,6,10,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,230011.038503,361020.083779,34.771856,17.265029,0.985134,0,0,717.636055,1128.892754,-411.256699,6.186518,9.731834,-3.545316,0.001,0.001,0,0,10495,56800,7457,?,67
hs2012,7,1,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,266574.759981,428178.639891,45.176847,27.45629,0.961823,0,0,732.882092,3308.595558,-2575.713466,6.26395,28.278595,-22.014645,0.002,0.001,0,0,13945,56747,7510,?,95
hs2012,7,2,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,231211.318417,344114.055182,57.599285,69.075039,0.692518,0,0,721.060676,2788.391006,-2067.330329,6.162912,23.832402,-17.66949,0.001,0.001,0,0,11270,56747,7510,?,73
hs2012,7,3,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,385691.915907,1371979.968194,61.228431,65.599629,0.808299,0,0,722.686282,2894.422485,-2171.736203,6.176806,24.738654,-18.561848,0.001,0.001,0,0,12320,56747,7510,?,81
hs2012,7,4,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,244101.563589,403649.279799,45.059063,26.289602,0.965417,0,0,723.920958,2198.217022,-1474.296064,6.240698,18.950147,-12.709449,0.001,0.001,0,0,12845,56800,7457,?,85
hs2012,7,5,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,295978.51576,585360.240483,48.524955,36.345136,0.932873,0,0,738.3134,3915.45825,-3177.14485,6.364771,33.75395,-27.38918,0.001,0.002,0,0,12595,56800,7457,?,83
hs2012,7,6,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,354973.846005,676631.052439,61.994637,43.938499,0.90858,0,0,731.314636,2942.649535,-2211.334899,6.304437,25.367668,-19.063232,0.001,0.002,0,0.015625,9245,56800,7457,?,57
hs2012,7,7,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,225902.400707,370322.599096,28.915734,14.554707,0.989823,0,0,720.517693,2794.604346,-2074.086653,6.211359,24.091417,-17.880057,0.002,0.002,0,0,12620,56800,7457,?,83
hs2012,7,8,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,304346.554353,656898.208033,58.490509,78.857846,0.594376,0,0,730.950955,3874.600548,-3143.649593,6.301301,33.401729,-27.100428,0.002,0.002,0,0,10520,56800,7457,?,67
hs2012,7,9,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,183892.598511,263741.716276,35.315677,17.420392,0.984815,0,0,711.266708,2037.942208,-1326.6755,6.13161,17.568467,-11.436858,0.002,0.001,0,0.015625,15070,56800,7457,?,103
hs2012,7,10,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,238902.003826,419752.807919,37.756743,20.005068,0.979704,0,0,721.62234,1819.657383,-1098.035043,6.220882,15.686702,-9.465819,0.002,0.001,0,0,13720,56800,7457,?,93
hs2012,8,1,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,314301.593152,628644.659248,43.907143,29.112661,0.956999,0,0,749.764789,3897.490918,-3147.726129,6.408246,33.311888,-26.903642,0.002,0.001,0,0,12870,56747,7510,?,85
hs2012,8,2,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,270052.898786,447635.828612,47.950848,28.724651,0.957858,0,0,727.058619,2853.24214,-2126.183522,6.214176,24.386685,-18.172509,0.001,0.002,0.015625,0,12070,56747,7510,?,79
hs2012,8,3,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1046,117,235366.681808,408365.050378,29.33268,15.993539,0.987019,0,0,741.849352,3841.755951,-3099.906599,6.340593,32.835521,-26.494928,0.001,0.002,0,0,9570,56747,7510,?,59
hs2012,8,4,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,259723.335383,398723.960803,63.261233,81.569483,0.648075,0,0,707.775803,2802.900088,-2095.124285,6.101516,24.162932,-18.061416,0.001,0.002,0,0,13620,56800,7457,?,91
hs2012,8,5,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,201601.204674,326628.707185,47.769621,63.073499,0.667798,0,0,704.839819,2795.990594,-2091.150775,6.076205,24.103367,-18.027162,0.001,0.002,0,0,18670,56800,7457,?,131
hs2012,8,6,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,270261.546797,591650.94155,58.641889,84.162416,0.504357,0,0,718.808309,1928.736694,-1209.928385,6.196623,16.62704,-10.430417,0.001,0.002,0,0,14770,56800,7457,?,101
hs2012,8,7,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1',-9216785998198681299,20151213.0113,1047,116,206613.870201,288599.133574,31.954896,13.836165,0.990409,0,0,715.623658,1728.024975,-1012.401317,6.169169,14.896767,-8.727598,0.001,0.004,0,0,12670,56800,7457,?,83
