@relation tobs-averages

@attribute 34.6189 numeric
@attribute -89.1911 numeric
@attribute -44 numeric

@data
35.0128,-78.0044,-33
47.08,-112.73,-87
41.4453,-96.0928,-172
44.7136,-119.1017,17
40.2,-105.6,13
39.3033,-95.4861,-106
37.6922,-121.7692,117
43.2025,-85.2422,-94
40.3544,-96.1939,-139
44.3514,-87.812,-194
45.07,-118.15,21
21.3356,-157.7114,200
15.2136,145.7497,228
38.07,-119.23,42
28.5978,-98.5547,17
46.1458,-98.0919,-206
40.6483,-102.8594,-172
38.9422,-92.32,-72
42.21,-121.13,9
46.0544,-90.5217,-233
43.1742,-88.7364,-222
36.6667,-80.4481,0
32.3994,-91.1842,-17
48.3,-113.33,-166
35.9297,-83.5983,-28
35.7875,-84.2622,-17
38.6164,-109.6192,-56
45.59,-95.8744,-217
44.1014,-122.6886,67
33.2053,-86.2114,-33
47.88,-117.09,63
44.2114,-86.2939,-94
34.9228,-94.0944,-44
42.0297,-104.7614,-22
37.3781,-89.6678,-50
45.4856,-111.6325,67
48.17,-109.65,-135
36.1075,-85.5033,-33
41.9117,-89.0708,-189
38.8969,-78.4678,-78
37.8394,-94.3736,-33
44.6819,-83.2808,-150
43.2619,-89.735,-244
37.2614,-93.5911,-33
42.26,-112.13,31
65.49,-145.41,-172
44.3628,-99.8033,-167
43.0683,-94.3053,-250
61.1561,-149.9847,-111
35.5544,-100.9736,0
69.42,-148.69,-193
34.5675,-92.6006,-33
30.8408,-89.5453,11
47.4828,-118.2519,17
47.1664,-67.9397,-283
44.3753,-68.5125,-239
60.4194,-151.1336,-111
40.3689,-105.5108,44
41.665,-70.3039,-89
36.0086,-93.5206,6
42.4194,-94.9761,-233
34.1472,-115.1219,144
37.8156,-112.4386,-100
36.76,-88.1386,-22
30.0689,-94.2928,17
47.2467,-94.2228,-206
30.6669,-81.4525,94
38.51,-119.63,-13
47.8881,-96.2658,-211
45.6403,-68.6747,-228
44.3089,-85.205,-156
42.1389,-74.0914,-139
39.9969,-79.5964,-89
30.5467,-87.8808,11
34.3725,-89.5308,-6
41.3978,-88.2819,-139
32.4758,-88.8111,-11
48.07,-120.85,0
36.9986,-82.5389,-6
33.6617,-115.7206,83
40.2847,-100.1433,-128
39.3475,-85.4892,-106
34.1294,-116.3878,56
47.36,-121.57,71
29.7547,-90.7747,17
41.4,-107.26,-7
42.565,-77.7175,-111
37.3261,-78.8275,-28
35.5489,-105.6886,94
36.8708,-76.2289,11
39.2475,-96.5994,-100
34.75,-111.41,40
37.8444,-79.1303,-56
31.5514,-99.7081,89
37.8253,-96.2644,-39
34.2639,-110.0075,61
46.57,-115.74,22
45.17,-113.58,14
40.9936,-85.775,-128
35.7,-105.81,-8
43.4406,-88.6325,-239
37.9192,-122.3772,167
38.3778,-97.0753,-100
41.15,-106.97,-16
29.0567,-96.2319,11
36.2472,-121.7803,194
46.4533,-87.3039,-194
43.2358,-97.5714,-122
36.5994,-89.9894,-22
42.2972,-89.6039,-217
30.7342,-85.0306,11
48.1503,-104.5089,-172
41.0103,-103.8769,-56
34.6989,-89.8214,-28
35.2622,-88.9892,-17
41.6517,-76.8464,-117
46.5631,-112.4342,28
64.85,-146.21,-164
46.5333,-109.3442,-122
44.0928,-104.6114,-156
45.99,-120.81,72
40.2964,-86.9028,-117
44.2181,-100.7194,-206
34.1433,-93.0589,-17
44.0303,-71.1383,-150
39.8544,-84.8778,-117
37.4417,-105.8614,-122
38.5933,-86.6114,-44
42.5497,-78.5767,-111
17.9783,-66.0875,244
39.5108,-87.1242,-94
39.0733,-93.7075,-89
39.26,-106.63,-41
59.74,-151.25,-24
27.8703,-81.0436,150
40.0589,-77.5214,-67
46.35,-111.85,-81
34.5569,-86.9503,0
43.9092,-118.1522,0
39.9222,-81.4347,-94
38.1692,-79.0844,-39
37.5658,-76.8,39
36.8275,-85.8975,-22
42.6,-116.56,19
39.32,-114.62,57
40.7142,-122.4161,67
46.5172,-100.3486,-233
33.4561,-101.0925,50
61.0883,-149.7561,-122
41.4003,-79.8306,-111
43.2422,-88.2889,-200
44.65,-93.6356,-217
33.7442,-117.8667,267
41.6267,-71.2092,-106
37.49,-112.51,6
33.7572,-116.7067,117
36.1067,-112.0947,89
40.3917,-79.8594,-61
38.6453,-88.9461,-33
39.61,-111.3,44
40.98,-110.85,-7
35.0583,-78.8583,-17
33.4792,-100.8761,39
37.5,-108.11,36
40.3764,-80.6283,-94
43.1003,-88.5036,-206
31.8769,-105.2369,-17
40.265,-74.5642,-72
31.0286,-84.8911,33
35.0247,-78.2758,-6
38.8592,-96.1058,-111
47.6775,-114.2419,11
38.665,-80.7672,-44
44.85,-113.84,34
33.2353,-117.2322,239
39.35,-112.33,66
32.0161,-97.1094,11
29.2828,-97.7675,39
43.6536,-110.7169,11
45.19,-118.55,33
32.7667,-99.89,17
43.65,-117.2467,-11
43.4106,-88.1939,-194
35.5406,-82.6531,-56
46.7322,-121.5728,0
30.8694,-100.5994,0
32.8522,-95.8864,11
41.9244,-78.0072,-139
36.835,-108.0006,39
41.49,-120.5436,122
32.6997,-93.6619,-17
42.9967,-72.3128,-133
38.7569,-82.8872,-17
43.4892,-99.0631,-189
43.67,-109.38,-72
35.7783,-106.6872,111
37.79,-108.02,-28
39.2764,-114.9911,-33
37.49,-113.85,72
42.5522,-99.8556,-122
45.02,-111.85,-17
38.4683,-102.2169,-11
40.62,-111.53,20
38.3431,-89.3586,-28
60.78,-149.18,-39
44.3933,-71.1947,-161
33.4625,-111.4814,222
32.5403,-94.3508,-33
40.6158,-105.2969,72
47.3164,-116.5789,22
36.6122,-88.3083,-39
30.0206,-92.7681,22
31.8717,-81.6289,161
44.6406,-105.3053,-144
45.8619,-119.312,50
42.65,-110.81,-33
39.3,-111.45,-13
44.5897,-85.0486,-150
33.65,-109.31,-1
38.6292,-90.2706,-50
39.6394,-106.3539,-17
34.7319,-79.8833,-17
31.8453,-83.9408,6
45.8525,-105.035,-144
40.72,-109.54,-24
42.01,-115,33
44.2992,-92.6661,-217
35.6836,-80.4822,-39
45.0058,-71.6903,-189
38.9339,-80.8325,-56
48.9514,-115.6267,-11
34.4719,-81.8839,-17
45.8081,-120.8428,6
44.7631,-88.6183,-211
37.84,-111.88,25
41.0408,-96.3811,-144
35.5231,-81.4439,-50
41.5747,-90.4006,-167
26.1019,-80.2011,200
47.2472,-91.8625,-244
44.6453,-67.6494,-189
35.4267,-82.5575,-44
45.7717,-108.4811,-111
46.8769,-97.2328,-183
46.11,-110.47,-134
24.9178,-80.6364,256
31.3944,-92.7164,56
39.2425,-87.3906,-100
37.3522,-113.6667,44
40.1,-84.65,-122
32.7125,-103.3539,50
32.4514,-93.8417,56
35.2836,-106.6194,-28
47.78,-121.7,90
39.6186,-87.6672,-83
33.4992,-112.3631,206
39.68,-110.43,-15
48.4628,-108.7792,-150
46.95,-116.34,-6
40.99,-72.5119,-67
36.855,-86.8883,-28
46.3253,-108.7403,-111
35.655,-83.4411,-56
34.9833,-76.3,100
39.6556,-76.1756,-89
40.28,-115.53,66
37.7417,-95.9333,-11
36.4258,-84.9419,-11
29.7878,-94.6342,6
30.2717,-82.1856,39
38.5278,-81.9153,-33
35.5567,-87.5414,-22
37.1025,-82.8047,-6
37.8675,-109.3514,-22
38.3703,-96.5483,-83
44.3547,-89.0592,-206
36.1136,-86.6781,-17
40.6742,-94.7244,-156
45.27,-117.69,10
35.4606,-81.3289,72
40.7442,-106.2792,11
35.4867,-119.1458,17
37.6361,-98.1136,-67
40.5261,-80.6275,-94
42.11,-79.1592,-133
34.9817,-92.0064,-56
43.1792,-95.6603,-250
48.2072,-122.6914,72
42.6472,-78.7111,-139
32.9453,-85.9481,-28
43.0581,-83.3606,-122
39.4689,-86.0408,-33
38.5311,-79.7714,-89
34.3347,-86.3294,56
42.7828,-71.7986,-133
43.95,-115.27,-27
39.1136,-108.3506,-78
34.3942,-104.2503,61
27.9378,-81.5992,272
38.6553,-78.2272,-72
31.8967,-85.0375,-11
43.8567,-110.5889,-72
37.2792,-86.2492,-22
39.6667,-80.8667,-89
41.4256,-91.0094,-178
41.8975,-77.1419,-128
43.77,-114.42,-7
46.72,-122.9528,56
40.4506,-107.5894,-22
28.2764,-81.4239,128
38.8894,-86.5519,-50
40.7206,-114.0358,-22
39.4872,-75.22,-72
36.03,-106.81,-2
40.37,-106.74,-16
41.1019,-72.3731,-67
42.0997,-76.8358,-117
30.3961,-84.3556,0
40.9339,-72.7394,-83
38.4014,-82.5267,-33
26.8519,-81.5572,144
42.5136,-99.0303,-161
38.6656,-96.9494,-117
32.0142,-85.7464,-22
36.5928,-106.73,-28
43.6089,-84.2011,-117
45.19,-95.0586,-217
39.5683,-119.7956,44
70.3289,-149.6114,-289
32.3222,-110.4147,39
40.1519,-89.3386,-100
47.6856,-119.1111,17
39.6106,-82.9547,-83
44.38,-116.34,43
37.1872,-95.4508,-22
41.0558,-80.06,-106
39.7203,-79.8561,-78
46.24,-117.39,95
41.78,-116.03,25
39.7997,-101.0422,-117
44.05,-115.44,28
46.09,-121.76,45
41.6767,-78.8036,-144
37.6094,-109.9772,-50
46.7781,-90.7653,-183
32.8489,-115.5667,67
41.6117,-90.5817,-150
37.1453,-82.4911,-39
41.8558,-87.6094,-128
26.3769,-98.8117,67
39.7808,-79.0411,-94
31.5339,-84.1489,22
40.8822,-91.0233,-172
29.81,-99.2497,-11
40.31,-105.64,15
43.4053,-108.1633,-100
42.0414,-97.1747,-183
38.5528,-86.7944,-39
41.735,-111.8564,-17
37.5339,-83.3492,-50
42.0933,-111.8825,-22
48.95,-118.99,26
61.2967,-149.44,-172
39.8989,-105.0133,0
32.0997,-91.7022,-39
37.6819,-121.3467,17
35.6108,-83.4289,-11
34.7764,-76.8769,28
35.7636,-117.3908,17
31.8931,-110.9978,89
38.2575,-119.2286,-94
60.4922,-149.8089,-94
46.27,-121.96,78
47.27,-121.34,15
38.7075,-112.9539,22
40.6222,-91.3339,-117
46.7492,-121.812,17
45.8031,-113.0136,61
34.3519,-82.93,-11
33.8706,-83.1136,-28
42.0675,-74.3356,-111
39.8114,-99.9386,-117
36.575,-94.0539,-28
35.4544,-93.4397,-33
35.6542,-79.0706,-28
43.1878,-88.9844,-211
42.15,-110.68,-11
43.0731,-77.3019,-83
44.7192,-73.7206,-117
32.9203,-94.7225,-11
40.6986,-95.8867,-139
46.0044,-102.6472,-139
39.4031,-99.4192,-111
32.6328,-81.7756,11
37.7481,-92.105,-39
45.51,-111.92,35
36.3042,-107.0542,-22
29.4822,-95.6314,56
43.7533,-108.1431,-178
40.7478,-86.3878,-117
43.51,-121.98,4
40.0961,-75.7514,-89
41.43,-96.4669,-156
47.8664,-93.0267,-200
48.5042,-111.8553,-161
39.5436,-80.4647,-83
36.4511,-86.6456,-17
44.0764,-116.9311,-11
32.8847,-80.6761,39
